index,created_at,pub_time,msg_id,text,text_length,source,favorited,reposts_count,comments_count,attitudes_count,pending_approval_count,isLongText,content_auth,user_id,screen_name,gender,statuses_count,verified,verified_type,follow_count,followers_count,description,cleaned_text,words,sentiment,sentiment_probability
11,2022-02-27 23:24:13,Sun Feb 27 23:24:13 +0800 2022,4.74163E+15,现在SWIFT系统踢出的只是俄罗斯少数几家银行，并不是所有银行，还可以用其它银行结算，不会也不可能把俄罗斯完全排除在市场外，没人想吃核弹。 ,,微博 weibo.com,FALSE,2.0,14,22.0,0.0,FALSE,0,2772800360,洱海弥,m,27610.0,TRUE,0.0,235.0,53.6万,全球视野 重仓中国,现在SWIFT系统踢出的只是俄罗斯少数几家银行并不是所有银行还可以用其它银行结算不会也不可能把俄罗斯完全排除在市场外没人想吃核弹,"['现在', 'SWIFT', '系统', '踢', '出', '的', '只是', '俄罗斯', '少数几家', '银行', '并', '不是', '所有', '银行', '还', '可以', '用', '其它', '银行', '结算', '不会', '也', '不', '可能', '把', '俄罗斯', '完全', '排除', '在', '市场', '外', '没人', '想', '吃', '核弹']",0,0.48013735
12,2022-02-27 23:24:13,Sun Feb 27 23:24:13 +0800 2022,4.74163E+15,说一下大盘和二级先说一下俄罗斯和乌克兰局势消息第一据新华社消息，美国白宫26日发表声明说，为应对俄罗斯在乌克兰境内采取军事行动，美国与欧盟委员会、德国、法国、英国、意大利、加拿大领导人决定将部分俄罗斯银行排除在环球银行金融电信协会（SWIFT）支付系统之外 这个逼迫俄罗斯短时间会寻求 ...全文,,nova5Pro人像超级夜景,FALSE,0.0,0,3.0,0.0,TRUE,0,7540713513,芝麻开门微笑,f,443.0,FALSE,-1.0,101.0,1961,穿越牛熊，坚持原创，坚持分享，共同成长,说一下大盘和二级先说一下俄罗斯和乌克兰局势消息第一据新华社消息美国白宫26日发表声明说为应对俄罗斯在乌克兰境内采取军事行动美国与欧盟委员会德国法国英国意大利加拿大领导人决定将部分俄罗斯银行排除在环球银行金融电信协会SWIFT支付系统之外 这个逼迫俄罗斯短时间会寻求 全文,"['说', '一下', '大盘', '和', '二级', '先说', '一下', '俄罗斯', '和', '乌克兰', '局势', '消息', '第一', '据', '新华社', '消息', '美国白宫', '26', '日', '发表声明', '说', '为', '应对', '俄罗斯', '在', '乌克兰', '境内', '采取', '军事行动', '美国', '与', '欧盟委员会', '德国', '法国', '英国', '意大利', '加拿大', '领导人', '决定', '将', '部分', '俄罗斯', '银行', '排除', '在', '环球', '银行', '金融', '电信', '协会', 'SWIFT', '支付', '系统', '之外', '这个', '逼迫', '俄罗斯', '短时间', '会', '寻求', '全文']",1,0.50224525
13,2022-02-27 23:22:44,Sun Feb 27 23:22:44 +0800 2022,4.74163E+15,评论员朱文晖：西方切断部分俄罗斯银行的swift，普京为何顶得住？柊行的微博视频 ,,微博视频号,FALSE,1.0,1,3.0,0.0,FALSE,0,6522566955,柊行,m,33642.0,TRUE,0.0,800.0,14.4万,热点时事分享,评论员朱文晖西方切断部分俄罗斯银行的swift普京为何顶得住柊行的微博视频,"['评论员', '朱文', '晖', '西方', '切断', '部分', '俄罗斯', '银行', '的', 'swift', '普京', '为何', '顶得住', '柊行', '的', '微博', '视频']",0,0.49211296
14,2022-02-27 23:19:56,Sun Feb 27 23:19:56 +0800 2022,4.74163E+15,我的投资历程#关注俄乌局势最新进展# 美国和欧盟、英国及加拿大等多个国家于27日宣布，禁止俄罗斯几家主要银行使用“环球银行金融电信协会”支付系统(SWIFT)。虽然此次禁用名单中只涉及部分俄罗斯银行，对俄罗斯的影响并没有人们想象的那么严重，但是必然会促使俄罗斯加快通过其他方式进行跨境 ...全文,,我的投资历程超话,FALSE,0.0,0,0.0,0.0,TRUE,0,1301672914,无二无别的你我,m,18689.0,TRUE,0.0,293.0,2032,我的盘路，我做主。,我的投资历程 美国和欧盟英国及加拿大等多个国家于27日宣布禁止俄罗斯几家主要银行使用环球银行金融电信协会支付系统SWIFT虽然此次禁用名单中只涉及部分俄罗斯银行对俄罗斯的影响并没有人们想象的那么严重但是必然会促使俄罗斯加快通过其他方式进行跨境 全文,"['我', '的', '投资', '历程', '美国', '和', '欧盟', '英国', '及', '加拿大', '等', '多个', '国家', '于', '27', '日', '宣布', '禁止', '俄罗斯', '几家', '主要', '银行', '使用', '环球', '银行', '金融', '电信', '协会', '支付', '系统', 'SWIFT', '虽然', '此次', '禁用', '名单', '中', '只', '涉及', '部分', '俄罗斯', '银行', '对', '俄罗斯', '的', '影响', '并', '没有', '人们', '想象', '的', '那么', '严重', '但是', '必然', '会', '促使', '俄罗斯', '加快', '通过', '其他', '方式', '进行', '跨境', '全文']",1,0.58425015
15,2022-02-27 23:19:04,Sun Feb 27 23:19:04 +0800 2022,4.74163E+15,#量化对冲基金#【专家称金融核弹SWIFT威力或不波及俄罗斯天然气】复旦大学金融研究院研究员董希淼表示，值得注意的是，此次美欧宣布的制裁只是将俄罗斯几家，而不是全部的金融机构踢出SWIFT系统，这可能意味着欧盟仍然保持了从俄罗斯购买天然气的支付渠道。众所周知，欧盟多数国家在能源上高度依赖俄罗 ...全文,,华为手机 畅享玩不停,FALSE,0.0,0,0.0,0.0,TRUE,0,1659280190,QuantHedgeFund,m,144163.0,TRUE,0.0,1598.0,5.5万,集团官网www.ncybank.com,专家称金融核弹SWIFT威力或不波及俄罗斯天然气复旦大学金融研究院研究员董希淼表示值得注意的是此次美欧宣布的制裁只是将俄罗斯几家而不是全部的金融机构踢出SWIFT系统这可能意味着欧盟仍然保持了从俄罗斯购买天然气的支付渠道众所周知欧盟多数国家在能源上高度依赖俄罗 全文,"['专家', '称', '金融', '核弹', 'SWIFT', '威力', '或', '不', '波及', '俄罗斯', '天然气', '复旦大学', '金融', '研究院', '研究员', '董希淼', '表示', '值得注意', '的', '是', '此次', '美欧', '宣布', '的', '制裁', '只是', '将', '俄罗斯', '几家', '而', '不是', '全部', '的', '金融机构', '踢', '出', 'SWIFT', '系统', '这', '可能', '意味着', '欧盟', '仍然', '保持', '了', '从', '俄罗斯', '购买', '天然气', '的', '支付', '渠道', '众所周知', '欧盟', '多数', '国家', '在', '能源', '上', '高度', '依赖', '俄罗', '全文']",1,0.63399106
16,2022-02-27 23:18:36,Sun Feb 27 23:18:36 +0800 2022,4.74163E+15,#战争#【周末金融核弹引爆了，官媒点名炒作，中央会议定调了！】这个周末，即便你不关心战争，也被俄乌战争局势刷屏了！欧美把俄罗斯踢出swift，目前全世界被切断只有三个：朝鲜、伊朗、俄罗斯，说是“金融核弹”并不为过！但美欧英还是留了后路，只是限制罗斯部分银行，石油天然气等能源依然可以交 ...全文,,荣耀V20 4800万3D相机,FALSE,0.0,0,0.0,0.0,TRUE,0,1449531193,刨丁解羊,m,22455.0,FALSE,-1.0,1567.0,2043,,周末金融核弹引爆了官媒点名炒作中央会议定调了这个周末即便你不关心战争也被俄乌战争局势刷屏了欧美把俄罗斯踢出swift目前全世界被切断只有三个朝鲜伊朗俄罗斯说是金融核弹并不为过但美欧英还是留了后路只是限制罗斯部分银行石油天然气等能源依然可以交 全文,"['周末', '金融', '核弹', '引爆', '了', '官媒', '点名', '炒作', '中央', '会议', '定调', '了', '这个', '周末', '即便', '你', '不', '关心', '战争', '也', '被', '俄', '乌', '战争', '局势', '刷屏', '了', '欧美', '把', '俄罗斯', '踢', '出', 'swift', '目前', '全世界', '被', '切断', '只有', '三个', '朝鲜', '伊朗', '俄罗斯', '说', '是', '金融', '核弹', '并不为过', '但美', '欧英', '还是', '留', '了', '后路', '只是', '限制', '罗斯', '部分', '银行', '石油', '天然气', '等', '能源', '依然', '可以', '交', '全文']",0,0.491087
17,2022-02-27 23:18:18,Sun Feb 27 23:18:18 +0800 2022,4.74163E+15,【#蜀黍说市#俄乌冲突与我们的股市生活】俄乌冲突又有了最新进展：美国、欧盟、英国发布对俄制裁联合声明——美国及其盟国承诺将选定的俄罗斯银行从SWIFT（环球银行金融电信协会）系统中移出；承诺对俄罗斯央行的外汇储备实施制裁。此举被称为“金融核弹”。如果俄罗斯被SWIFT拒之门外，其从石油和天 ...全文,,微博 weibo.com,FALSE,1.0,0,0.0,0.0,TRUE,0,7399555658,红星资本局,f,8777.0,TRUE,3.0,270.0,24.7万,真相创造价值,俄乌冲突与我们的股市生活俄乌冲突又有了最新进展美国欧盟英国发布对俄制裁联合声明美国及其盟国承诺将选定的俄罗斯银行从SWIFT环球银行金融电信协会系统中移出承诺对俄罗斯央行的外汇储备实施制裁此举被称为金融核弹如果俄罗斯被SWIFT拒之门外其从石油和天 全文,"['俄乌', '冲突', '与', '我们', '的', '股市', '生活', '俄乌', '冲突', '又', '有', '了', '最新进展', '美国', '欧盟', '英国', '发布', '对', '俄', '制裁', '联合声明', '美国', '及其', '盟国', '承诺', '将', '选定', '的', '俄罗斯', '银行', '从', 'SWIFT', '环球', '银行', '金融', '电信', '协会', '系统', '中', '移出', '承诺', '对', '俄罗斯', '央行', '的', '外汇储备', '实施', '制裁', '此举', '被', '称为', '金融', '核弹', '如果', '俄罗斯', '被', 'SWIFT', '拒之门外', '其', '从', '石油', '和', '天', '全文']",1,0.57031864
18,2022-02-27 23:16:30,Sun Feb 27 23:16:30 +0800 2022,4.74163E+15,#欧洲五国先后宣布对俄航班关闭领空##将俄罗斯踢出SWIFT对全球各方有何影响# 为什么还要激化矛盾，不停的拱火、激怒、挑衅，非要升级战争等级，搞成第三次世界大战，才满意么？兔子被逼急了都会咬人的，战争升级后，动用了核武，这个世界没有赢家！俄罗斯希望北约不要扩张，要有军事隔离带；美国每天就 ...全文,,iPhone 13 Pro,FALSE,0.0,0,3.0,0.0,TRUE,0,1907989254,喵了个咪的一世长安,f,1036.0,FALSE,-1.0,293.0,1万,间歇性神经病发作中~~~,为什么还要激化矛盾不停的拱火激怒挑衅非要升级战争等级搞成第三次世界大战才满意么兔子被逼急了都会咬人的战争升级后动用了核武这个世界没有赢家俄罗斯希望北约不要扩张要有军事隔离带美国每天就 全文,"['为什么', '还要', '激化矛盾', '不停', '的', '拱火', '激怒', '挑衅', '非', '要', '升级', '战争', '等级', '搞', '成', '第三次', '世界大战', '才', '满意', '么', '兔子', '被', '逼急', '了', '都', '会', '咬', '人', '的', '战争', '升级', '后', '动用', '了', '核武', '这个', '世界', '没有', '赢家', '俄罗斯', '希望', '北约', '不要', '扩张', '要', '有', '军事', '隔离带', '美国', '每天', '就', '全文']",0,0.48878542
19,2022-02-27 23:15:15,Sun Feb 27 23:15:15 +0800 2022,4.74162E+15,#凤凰新闻#【欧洲方面 暂时还离不开俄罗斯】作者：斯文的樊学长校稿：朝乾/编辑：养乐多如今西方试图把俄罗斯银行踢出SWIFT国际结算系统，给俄罗斯的金融、国际贸易致命一击。但是这类制裁“放过”了能源交易。...欧洲方面 暂时还离不开俄罗斯来自@凤凰新闻客户端 ,,凤凰新闻,FALSE,0.0,0,1.0,0.0,FALSE,0,1879147302,长老-孙,m,52073.0,TRUE,0.0,2185.0,1万,没事喜欢到处溜达,欧洲方面 暂时还离不开俄罗斯作者斯文的樊学长校稿朝乾编辑养乐多如今西方试图把俄罗斯银行踢出SWIFT国际结算系统给俄罗斯的金融国际贸易致命一击但是这类制裁放过了能源交易欧洲方面 暂时还离不开俄罗斯来自,"['欧洲', '方面', '暂时', '还', '离不开', '俄罗斯', '作者', '斯文', '的', '樊', '学长', '校稿', '朝乾', '编辑', '养乐多', '如今', '西方', '试图', '把', '俄罗斯', '银行', '踢', '出', 'SWIFT', '国际', '结算', '系统', '给', '俄罗斯', '的', '金融', '国际贸易', '致命', '一击', '但是', '这', '类', '制裁', '放过', '了', '能源', '交易', '欧洲', '方面', '暂时', '还', '离不开', '俄罗斯', '来自']",0,0.49124655
20,2022-02-27 23:12:29,Sun Feb 27 23:12:29 +0800 2022,4.74162E+15,#将俄罗斯踢出SWIFT对全球各方有何影响# 如禁令不留余地，欧洲与俄罗斯的能源交易只能去美元化，那将是美元霸权瓦解的开始。#美媒称若俄罗斯入侵乌克兰就制裁中国# 一图看懂金融“核武器”SWIFT是什么？@新浪财经 一图看懂金融“核武器”SWIFT是什么？ ,,iPhone 12,FALSE,1.0,5,7.0,0.0,FALSE,0,1660925262,郝倩在欧洲,f,5852.0,TRUE,0.0,1447.0,26.1万,欧洲都是故事 财经不缺段子,如禁令不留余地欧洲与俄罗斯的能源交易只能去美元化那将是美元霸权瓦解的开始 一图看懂金融核武器SWIFT是什么 一图看懂金融核武器SWIFT是什么,"['如', '禁令', '不留余地', '欧洲', '与', '俄罗斯', '的', '能源', '交易', '只能', '去', '美元', '化', '那', '将', '是', '美元', '霸权', '瓦解', '的', '开始', '一图', '看', '懂', '金融', '核武器', 'SWIFT', '是', '什么', '一图', '看', '懂', '金融', '核武器', 'SWIFT', '是', '什么']",1,0.5745931
21,2022-02-27 23:08:20,Sun Feb 27 23:08:20 +0800 2022,4.74162E+15,国际直球对决 2022-02-27郭正亮+雷倩:美元瓦解!SWIFT剔出俄罗斯，加速能源交易去美元化 大家直接访问论坛网址qimila.cool即可! ,,360安全浏览器,FALSE,0.0,0,2.0,0.0,FALSE,0,2923974513,旗米拉论坛,m,166126.0,FALSE,-1.0,69.0,40万,论坛微博遭静言15天，大家直接访问论坛网址qimila.cool即可，节目持续在更新,国际直球对决 20220227郭正亮雷倩美元瓦解SWIFT剔出俄罗斯加速能源交易去美元化 大家直接访问论坛网址qimilacool即可,"['国际', '直球', '对决', '20220227', '郭正亮', '雷倩', '美元', '瓦解', 'SWIFT', '剔出', '俄罗斯', '加速', '能源', '交易', '去', '美元', '化', '大家', '直接', '访问', '论坛', '网址', 'qimilacool', '即可']",1,0.54024744
